Timestamp,Lock Type,Spot,Pin Height,Pin Type,Hard Mode
"6 Pin,8 (standard),3 (spool),2 (spool),2 (spool),3 (spool),5 (spool)"
"6 Pin,1 (spool),1 (spool),4 (serrated),8 (standard),4 (serrated),8 (standard)"
"6 Pin,7 (spool),6 (serrated),3 (spool),6 (serrated),3 (spool),3 (serrated)"
"6 Pin,1 (spool),4 (spool),8 (standard),2 (spool),2 (serrated),8 (standard)"
"6 Pin,6 (serrated),6 (spool),5 (spool),7 (spool),2 (spool),1 (serrated)"
"6 Pin,2 (spool),6 (spool),1 (spool),6 (serrated),4 (spool),6 (serrated)"
"6 Pin,5 (serrated),8 (standard),5 (serrated),6 (spool),8 (standard),4 (spool)"
"6 Pin,5 (serrated),8 (standard),6 (spool),1 (spool),2 (serrated),8 (standard)"
"6 Pin,3 (spool),6 (spool),5 (spool),6 (spool),5 (spool),3 (serrated)"
"6 Pin,8 (standard),1 (spool),2 (spool),1 (serrated),1 (serrated),4 (spool)"
"6 Pin,8 (standard),4 (serrated),2 (spool),8 (standard),8 (standard),4 (spool)"
"6 Pin,5 (serrated),1 (spool),3 (spool),3 (spool),3 (spool),5 (serrated)"
"6 Pin,3 (spool),4 (serrated),1 (spool),3 (spool),3 (serrated),5 (spool)"
"6 Pin,5 (spool),4 (spool),4 (spool),3 (spool),1 (spool),2 (spool)"
"6 Pin,6 (spool),4 (serrated),7 (spool),2 (spool),6 (serrated),4 (serrated)"
"6 Pin,8 (standard),2 (spool),7 (serrated),3 (spool),7 (serrated),2 (spool)"
"6 Pin,8 (standard),6 (spool),3 (spool),5 (serrated),8 (standard),1 (serrated)"
"6 Pin,8 (standard),3 (spool),7 (serrated),2 (spool),6 (serrated),1 (spool)"
"6 Pin,2 (spool),4 (serrated),2 (spool),7 (spool),3 (spool),6 (serrated)"
"6 Pin,7 (spool),1 (serrated),4 (serrated),1 (spool),3 (serrated),5 (spool)"
